ids,screen_name,followers,retweet,inreplyto, favorite,friends, listed, location,text
1.28277E+18,thicc_daddy_uwu,1,0,WinteeerRoseee,0,39,2,,@WinteeerRoseee @BillRatchet I wanna know... what ran threw mans mind when his girl started going through labor. K https://t.co/1lt4U287GJ
112672357,SnarkIncarnate,98,0,,2,218,2,"Johannesburg, South Africa","Ok so enjoy Covid Fest, but also WHO puts a mask on like this?! https://t.co/ijM9sgOhOb"
1.31369E+18,DennertGreg,8,0,msgy48,0,19,0,,@msgy48 @GovSisolak Make sure you use a used tampon as a mask.
1.00024E+18,usefultitle,136,0,dilligaf0,2,114,0,,@dilligaf0 @ZenHedonist @Faux_Schlmoe @OregonProgress I am going to keep wearing my mask.
232658786,gmageezer,645,184,,0,894,0,Canada,"RT @RachelNotley: Disturbing footage gives insight into why Jason Kenney has refused to implement a provincewide mask mandate in Alberta.
T"
281134405,deltapolice,17439,3,,12,460,245,"Delta, BC, Canada","Got plans to hit the stores for Black Friday deals? Along with your wallet and shopping list, grab a mask. Masks  https://t.co/4OW64rGAAB"
1.28343E+18,RDHoneybadger,69,13,,0,74,0,,"RT @GlobalBC: Walmart Canada called the assault ""completely unacceptable and deeply troubling."" https://t.co/wS0QuWbDAn"
1.18434E+18,SandiInTX,1564,82,,0,2529,1,"San Antonio, TX  - District 20",RT @AustinISD: Austin ISD will be closed to on-campus learning and will only offer remote instruction November 30 through December 4. We ap
1598208247,GoliMaarBhejeMe,483,0,KalidasPardhy,0,240,15,,@KalidasPardhy @Aabhas24 @bennedose @ICMRDELHI @MoHFW_INDIA @moayush @HMOIndia @drharshvardhan @CMOMaharashtra https://t.co/E0fEr1u7iL
8.45875E+17,ChristineEastw5,116,483,,0,340,0,United States,"RT @DailyCaller: Florida Governor Extends Ban On Local Enforcement Of Mask Mandates, Business Restrictions https://t.co/YW4Q91AT4e"
1.07039E+18,AGabrielresists,2980,1986,,0,4256,12,TBD-possible future expat ,"RT @mmpadellan: For the umpteenth time, a lockdown only works if EVERYONE participates in it and abides by social distancing, wears a mask,"
9.71875E+17,CastanetKam,2668,0,,0,510,15,"Kamloops, British Columbia",Father and son come forward after incident where a woman was harassed for wearing a mask https://t.co/zdmneQxeDw https://t.co/U1dLJ01xMr
3031190854,pistolpaul94,256,0,,0,494,0,"Daytona Beach, FL",Get ya mask and ya jacket. They rob during the winter  https://t.co/bRQeninpUt
1.21382E+18,soleo_mh,532,0,,0,877,5,Czechia,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/0WXaBNoop4 #findyourthing #redbubble
1302693854,nopecontest,164,1972,,0,102,11,,RT @lowpolyanimals: Cuccoo chick from The Legend of Zelda: Majora's Mask https://t.co/LDRAIPafoR
1.32633E+18,ByeDon110320,57,0,IvankaTrump,0,386,0,,@IvankaTrump Wear your mask. It may save you beyond 01-21-2021 when you're housed in jail-cell. #TrumpVirus
49096068,FlavorDave92,89,587,,0,145,4,,"RT @ShadBegum: Correct way to wear mask. 

Have a blessed day ! 

#COVIDSecondWave 
#COVID19 https://t.co/AWDl7hEVXp"
19088288,bannerite,94427,1,,0,73899,816,"Illinois, USA","RT @tinaissa: They wont wear a mask? 
Give em the Coronavirus breathalyzer! 
https://t.co/JnOoncchZ5"
1.33115E+18,fulgurnex,1,0,Romaq,0,0,0,,"@Romaq that's his decision. How can a libertarian be for people able to take heroin, or cocaine, but have to wear a https://t.co/4reUSdi7nQ"
27162938,calvinhold,146,0,,1,284,0,swansea,"I have not worn a mask, abided by lockdowns or socially distanced ! So why aren't I dead ?"
734791975,deb2_debra,953,5,,0,1694,7,"Québec, Canada",RT @JamesPindell: Trump agency head who often skips mask tests positive for coronavirus https://t.co/JmCNBnuwZv
1.31357E+18,ByerleyViolet,8,1986,,0,146,0,"Portland, OR","RT @mmpadellan: For the umpteenth time, a lockdown only works if EVERYONE participates in it and abides by social distancing, wears a mask,"
24888615,jumboglo,1083,1784,,0,3626,7, Open for suggestions.,"RT @HamillHimself: HAPPY(socially-distanced, mask-wearing, stay-at-home, crowd-avoiding, visiting relatives &amp; friends on Zoom only, watchin"
864684600,nychristopher_,208,1986,,0,484,4,"new york, ny","RT @mmpadellan: For the umpteenth time, a lockdown only works if EVERYONE participates in it and abides by social distancing, wears a mask,"
1.33125E+18,EricCha20132961,26,483,,0,391,0,,"RT @DailyCaller: Florida Governor Extends Ban On Local Enforcement Of Mask Mandates, Business Restrictions https://t.co/YW4Q91AT4e"
2765812027,Jaymz_RG1003,23,0,,1,95,3,,"""Wearing a safety mask during a worldwide pandemic isn't a political issue; it's actually an IQ test."""
1.33154E+18,799Mahi,3,2,,1,56,0,,We are humans !We want justice!Stop  adivising  us to follw Sops!Hmary sath ao na centr pehno mask pkro sanitizr or https://t.co/2QjpLC5djY
127547640,lowrad57,4408,82,,0,4972,3,United States,RT @JeffreyGuterman: Wyoming Governor Mark Gordon Tests Positive for COVID-19 After Refusing to Implement Mask Mandate https://t.co/cwf5RET
2797648033,NikkiStix55,27205,0,Snoddbadd,1,11320,44,England,@Snoddbadd She was wearing a mask. The cashier shouted because she was too close to the person behind her.
258873196,davidabatchelor,1595,1784,,0,3426,374,"Beltsville, Maryland, USA","RT @HamillHimself: HAPPY(socially-distanced, mask-wearing, stay-at-home, crowd-avoiding, visiting relatives &amp; friends on Zoom only, watchin"
39859264,FawkesTheGreat,883,0,,1,3317,1,Scotland,How can ones mask slip when one has never worn a mask on this subject? #indyref2 https://t.co/I9N8CSWBfI
1.30909E+18,DethR0w1,0,0,KETV,0,40,0,,@KETV Bunch of soccer mom sitting on the sidelines bitching about Ricketts and needing a mask mandate.
1517402882,Akalonubenard,3180,2,,0,2892,1,Stay Tuned,"RT @OsakaromenO: It's really funny that these people are just sitting and letting the country burn to the ground.

They are no longer tryin"
126646669,Reptoid_Hunter,14428,5,,0,133,258,,"RT @kb4landlover: I'm not wearing a mask?  yes, that's correct, it's against my religion to participate in satanic rituals..."
1.32633E+18,ByeDon110320,57,0,IvankaTrump,0,386,0,,@IvankaTrump @EPA Wear your mask. It may save you beyond 01-21-2021 when you're housed in jail-cell. #TrumpVirus
41032287,jeffreynparker,625,3959,,0,923,5,"New Orleans, LA","RT @Boringstein: COVID has gotten this bad not because of people seeing families, not because of socializing, not even solely because of th"
52433789,tckalways,2228,1,,0,4997,114,,RT @Jxnewton: @evan10261 @stevenmazie @tckalways If all the people would have simply worn a mask at the beginning of the pandemic we could
24080468,kevcol12,582,70,,0,768,35,,"RT @ianmSC: Someone asked for the mask mandate dates by state..So here they are, within a few days to make it somewhat legible.

NOT PICTUR"
9.55802E+17,kingwonderword,2619,63,,0,5000,0,"Tema, Ghana","RT @brasilvaGH: The Capital's Largest Club Rave
Is Here Again
#MADBANG2020

We're going Extremely loud in your eardrums 

18th December"
1.30492E+18,MattFre29255087,60,0,herctzaras,0,536,2,,"@herctzaras @CassandraRules Well from tweets, not official, and to clarify: nobody should be arrested for not wearing a mask."
7.45012E+17,Idontmind64,2063,9263,,0,540,12,"East Midlands, England","RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
1444528944,SDSU_Alum2003,500,1784,,0,1015,0,"San Diego, CA","RT @HamillHimself: HAPPY(socially-distanced, mask-wearing, stay-at-home, crowd-avoiding, visiting relatives &amp; friends on Zoom only, watchin"
488820020,RobbieCap,942,0,RobbieCap,0,1973,19,"Morristown, NJ","So please, if you want this pandemic to end, wear a mask and social distance as best as you can and wash your hands."
1528027975,JMA_Solutions,370,6,,0,346,21,"Washington, DC","RT @Reagan_Airport: If you're traveling this week, don't forget your mask! If you need one, you can find FREE ones at the Airport Informati"
1.14003E+18,lowpoly_tweeter,1258,1,,0,0,9,The Cloud,"RT @PaburoVIII: #BlackFriday on my #CGTrader store https://t.co/q5FCPlc9m1

check it out maybe you like something :)

#blackfridaydeals #bl"
1.26612E+18,MoffTrash,13,0,,1,176,0,,"How I art (CSP)
- Sketch
- Lineart
- Mask
- Base colors
- Basic gradients where shadows would be
- Shading face
- F https://t.co/FjdMMju87R"
39788487,ehr1246,52,2,MarcLobliner,12,357,4,"California, USA",@MarcLobliner Yes for Newsome https://t.co/AZKT6voDJ9 #ChinaJoeBiden #recallnewsom
4417594577,Catheri77148739,11433,0,debbiepalm44,3,6911,26,Ilford essex,@debbiepalm44 @wisemanryder @IngridIngwah @ThinkyTexan @RealRaviolius @gimmesomeloki @AtheistWombat @brad_feinman https://t.co/BWcyZEiMpu
548757643,RigMatthew,562,18,,0,1082,8,,RT @ianmSC: Here is the full curve of all the states that currently have mask mandates. This includes some like Utah that are recent conver
9.93185E+17,Sandipmanguiya,236,32,,0,543,0,Surat,"RT @mygovindia: Always wear a mask, wash your hands frequently, and maintain a social distance of two yards to stay protected from COVID-19"
8.97412E+17,blazerofhell,219,14,,0,1297,0,"Louisiana, USA","RT @FatKidDeals: Today Only!

50 pack of Reusable Cotton Hanes Face Masks for $10.85, retail $30.99!!

https://t.co/ZAwNiVpvhR

(Black and"
1.25963E+18,conniejoe1969,34,654,,0,540,0,,"RT @MalyndaHale: Be Thankful for your family, honor Native Americans, dont gather in large groups and wear a mask. I promise you can do it"
1350766206,crazy_kayla__,735,53,,0,480,2,,RT @jordan_renee16: Covid hit me hard today. One of the patients I saw last week with mild symptoms and on the way to recovery had his life
14902334,BodyofBreen,7755,0,,5,265,770,Ocean edge,"I appreciate NBC adding the Oh my god, dont stand so close and put on a frickin mask! play at home interactivit https://t.co/dPNQ4N6GBz"
386023367,Vinylpoodle,3067,236,,0,2685,37,"SRV , CA.",RT @joncoopertweets: Wyomings Republican Gov. Mark Gordon tests positive for the coronavirus after resisting calls for a mask mandate.  ht
25240792,dontaskme2cook,11,0,Gay420,0,85,1,,@Gay420 @LLinWood @realDonaldTrump ANOTHER DEM WITH A MASK ON PIC...PLEASE DO LEAVE IT HERE...WE DONT BELIEVE YOU A https://t.co/f14e6eDxU6
31103468,northnelson,42,11088,,0,500,1,"Bloomington, Indiana","RT @KamalaHarris: As we head into this holiday week, please take every precaution you can to keep yourself, your family, and your community"
1.31892E+18,olderwiseman,1,0,MaskatronPrime,0,7,0,,@MaskatronPrime @CovidSenseBloke @paulwaugh @severincarrell Do you wear a Mask as per the rules..?
4842055425,ktmurph1,1003,446,,0,1608,1,"Reisterstown, MD","RT @DearAuntCrabby: Pro Tip: God will not protect you from the Coronavirus. 

When you pray, pray for God to give you the wisdom to wear a"
1.18737E+18,ltd_bag,79,0,,0,379,0,"London, UK","Dont forget to snap up a FREE mask when you pick up two for yourself or as a gift! Handy, dont you think? #bfcm#p https://t.co/dqmRWTc0zD"
2260865114,EG03534048,42,0,anthonyfurey,2,67,0,"Here, There, Everywhere",@anthonyfurey Guess cloth mask suddenly work better than they did in 1919 https://t.co/2mZeiHA07e
1.33202E+18,DumbDyk3B1tch,7,162736,,0,63,0,,RT @JLBarrow: How privileged is your life where wearing a mask is the most oppressed youve ever felt?
1.0832E+18,EmperorForky,10,22074,,0,371,0,United States,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
8.6794E+17,mattybjuuls,95,9263,,0,172,0,PHL - NJ,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
8.29881E+17,MaEnraged,4545,172,,0,4954,8,"Colorado, USA","RT @Just_ReneaR: 268,262 empty chairs today..


wear a mask so we can be with family next year."
107939666,JDreherLN,4951,0,,3,5462,105,,"Happy Thanksgiving everyone. Please be safe, and wear a mask Enjoy your day "
7.76894E+17,maddiepoop21,42,2440,,0,412,0,"Yonkers, NY","RT @DrEricDing: Florida @GovRonDeSantis Extends Ban On Cities Imposing Their Own Mask MandatesCritic Calls Move A Killing Spree. 

I. Ha"
163128258,aldrinalphonso,943,188,,0,3603,11,India,"RT @FaheemYounus: Flying during pandemic

Do:
- Wear K95 or N95 mask 
- Prefer a window seat
- Use hand sanitizer
- Enjoy airline food 

Do"
1477916804,LisaKHauner,599,22074,,0,887,23,"Oregon, USA","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
2169169593,DubhglasTurner,644,1,Douglas4Moray,6,959,2,"Edinburgh, Scotland",@Douglas4Moray Wee Douglas has obviously been sitting on tenterhooks just waiting for the conference to begin. He s https://t.co/sdzhD8oExQ
3992969712,ElCatrinLCD,241,2,,2,4999,0,Somewhere in Between,"a declaration of intentions.
#vaporwave #catrin #mask #aesthetic https://t.co/304rrd9g7o"
1.33067E+18,delunaasoul,9,193,,0,15,0,,"RT @jairsmoya: Ill buy one of you guys a bad bunny shirt and face mask. Just RT, follow me and let me know your size :)"
151252683,FightFightFight,281,0,bradmillscan,0,698,7,Canada,@bradmillscan One does not have to think COVID is plandemic or a hoax to realize an asymptomatic person doesn't nee https://t.co/dwvHfA19bV
1.05727E+18,Rob_E_Dresser,6271,366,,0,6252,6,,RT @WeAreAPW: A customer in #Farmfoods is given a fixed penalty by police for not wearing a mask. The customer shows an #ExemptionCard but
47727453,HannahSpud,327,9263,,0,1073,2,"Liverpool, England","RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
155320562,djdicenzo,138,206,,0,611,0,Connecticut,"RT @nypost: 'Wear a friggin' mask!': Jon Bon Jovi, Bruce Springsteen and Jon Stewart join forces https://t.co/wo2lByzsi8 https://t.co/kSAXR"
1.20033E+18,DataAugmented,5731,0,,0,5840,65,,Check out this moving duckbill face mask https://t.co/ipQIePdkAH #Facemasks #facemasks #wearamask #duckface #facemask #facemask #masks #Post
1.11755E+18,PbgotF,34,528,,0,100,0,Yo mamas house,RT @adam22: Guy gets choked out in Melbourne allegedly for not wearing a mask  https://t.co/FQG0UQdANP
1.29185E+18,ScienceOfficerB,170,0,BamaCrazy1,2,247,1,Spiral arm of the Milky Way ,"@BamaCrazy1 @HenriettaBohem1 @DarrelKolb @GirlsDwt @DrEricDing @GovRonDeSantis ""Experimental and epidemiological da https://t.co/earvdaNimh"
278474944,Mikitukuluk,357,160,,0,932,11,Middle of the Atlantic,"RT @TheEagleist: ""You have to understand, not being able to get BBQ without a mask on is like genocide to white people,"" said Lily LeBlanc,"
9.74E+17,noracistwall,840,2741,,0,4999,2,,"RT @DrEricDing: BREAKINGWyoming Governor Mark Gordon tests positive for #COVID19. 

 4 days ago: Same governor forgoes mask mandate. htt"
1.1574E+18,DavidWa59907969,352,160,,0,488,3,,"RT @TheEagleist: ""You have to understand, not being able to get BBQ without a mask on is like genocide to white people,"" said Lily LeBlanc,"
7.97523E+17,delgadillo125,605,22,,0,1000,1,"Santa Cruz, CA",RT @jflow41: Ahhhh im not wearing a mask because the government is trying to control me and have power.. violating my rights...its a gian
1.23775E+18,asiaziedann,238,2,,0,146,1,,"RT @yaramub: you must be so privileged as hell to be well educated, have the choice to wear a mask AND you still choose not to"
95666558,metaphysical89,152,0,relsupman,0,414,0,"Toronto, Ontario","@relsupman @pillred1776 @FoxNews It's still not safe to crow indoors, but if name-calling is how you wanna go about https://t.co/d2ozMYgM9g"
1247115690,hyunjindesire,9522,209,,0,764,112,,RT @lixiezone: dont you just love felixs eye smile even when hes wearing a mask /cries/ https://t.co/NXgiBHN4Tk
8.19285E+17,Tef_lon_don,14737,37,,0,6416,24,,RT @wagyimianaa: Are u still the best nose mask plug????Or your fuse has blown???
3939673941,kkeen0,248,1,,0,302,0,United Kingdom,RT @MrEvanKidd: However different our Thanksgivings look this year its all about the conversations and memories made with the people who m
32975010,toni_gon,2446,0,,1,1157,45,lockdown 62,"Me: Put your mask on. 
Him: Because of the virus?
Me: No, I don't want to see your face."
23514774,elliotkoss,522,0,arampell,0,1361,27,"Austin, USA",@arampell @ewiesen @johnolilly Id start with a mask mandate and actually giving the scientists a chance to roll ou https://t.co/XZCT7C4txb
611047393,_Assvenger,118,9263,,0,224,3,,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
7.44706E+17,codeability,3524,1,,29,652,83,"California, USA",My grandmother is one of the most emotionally regimented people I have ever met. Hearing her talk about the death o https://t.co/gduX1SXoZK
7.31231E+17,Yerdnana,199,99,,0,184,4,,RT @itskeyon: I hope everyone stays safe around their families today. Wash ur hands. Keep as much distance as you can. wear a mask!
2302605417,AviahVeredusa,361,187,,0,150,6,,"RT @o_rips: It is being reported this person was choked out &amp; rag dolled for not wearing a mask...

I cant help but question...

Is this r"
121914657,PaburoVIII,1566,1,,2,4935,45,"Pachuca de Soto, Hidalgo","#BlackFriday on my #CGTrader store https://t.co/q5FCPlc9m1

check it out maybe you like something :) https://t.co/BLRbr78CtO"
1.00402E+18,gluck_taylor,52,9263,,0,938,0,Ohio,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
1472756046,abigailntz,233,3959,,0,206,1,she/her 18 BLM ,"RT @Boringstein: COVID has gotten this bad not because of people seeing families, not because of socializing, not even solely because of th"
436425762,cgtorick,120,2559,,0,741,1,CA,"RT @Lrihendry: Gov Ron DeSantis lifted all Covid restrictions on Fl! 

Newly elected Miami Beach Dem Mayor said shes planning to go ahead"
72486193,alboske,649,44103,,0,1518,52,valladolid.spain,"RT @jessecase: Omg what's the first thing you're gonna do when YOU get the vaccine shot?? You're gonna go back home, wait a month, get your"
1.32478E+18,MahadevRanchit,0,0,FaheemYounus,0,46,0,,"@FaheemYounus from India: Who should wear N95 mask,also how to distinguish fake one's from the real ones"
126214494,squilax_mcg,2147,160,,0,4987,34,"fuzzybutt palace, Coast Salish","RT @TheEagleist: ""You have to understand, not being able to get BBQ without a mask on is like genocide to white people,"" said Lily LeBlanc,"
1552548876,iamspecialtee2,353,0,,0,209,0,,Louisiana just forgot the mask concept. They got they own rules. Savages 
90853735,leptiricms,1194,1,,0,828,3,,"RT @Komentar_Dana: ""America is not 'back' with Biden. Itll just wear the mask of respectability again as it continues to cause chaos acros"
1170070658,RedSqueakThing,1590,41,,0,606,9,roaming,"RT @HexblueRei: There, there toy.

You want to pull the mask down, feel the gag drip from your lips as you strain to keep the mask from pul"
2502537586,LirbesOlerybes,6869,1784,,0,6495,165,900 years in the future,"RT @HamillHimself: HAPPY(socially-distanced, mask-wearing, stay-at-home, crowd-avoiding, visiting relatives &amp; friends on Zoom only, watchin"
7.87676E+17,montanabowers1,28,2622,,0,54,0,"Montana, USA","RT @DrEricDing: POWERFULthis is still my favorite public health video. 

It was made months ago by Ohio Dept of Health, before airborne a"
2532531919,jankeydadon,26,1784,,0,210,2,,"RT @HamillHimself: HAPPY(socially-distanced, mask-wearing, stay-at-home, crowd-avoiding, visiting relatives &amp; friends on Zoom only, watchin"
1673102294,d_janalvsbikes,20,0,tweettruth2me,0,59,0,,@tweettruth2me His 18 year old son took off his mask. Asked to leave because he would not put it back on. The fathe https://t.co/DZ1USWX32c
1.26977E+18,jeremy_hume,2710,0,_ChelseaPrice,0,666,17,Oxford,@_ChelseaPrice @AprillCollins The Spanish lockdown was particularly strict. In Spain masks must be worn both inside https://t.co/vlOusGIDep
403783818,griffin_rick,2819,899,,0,2897,99,Washington State,RT @washingtonpost: Wyomings governor has resisted calls for a mask mandate. Now he has the coronavirus. https://t.co/xSxQaDUAe2
7.70197E+17,CurnowBronwyn,396,17,,0,258,20,,RT @lost_my_marbles: Young lad working in wilko with a @YesCymru face mask on! Fills me with hope seeing support from the younger generatio
1.13779E+18,MANGOJU_NE2,588,219,,0,852,4,Squidward Nose | JN/ST/XCIII,"RT @nctdaoying: Chenle talking about the mask strap he made for Doyoung 

Chenle: Doyoung hyung is always kind of cool, so I wanted to gi"
9.78826E+17,ForRealFormica,321,99,,0,459,1,"Virginia, USA","RT @OmariJHardy: Have you ever seen a governor use his emergency powers to make an emergency worse?
https://t.co/DDIwhgPutw"
1958833939,FahmidaBaloch3,67,1767,,0,66,1,City Ratodero,RT @BBhuttoZardari: I have tested positive for #COVID19 &amp; am self isolating with mild symptoms. Ill continue working from home &amp; will be
110933300,B_Naeee,1787,9263,,0,2695,6,TN,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
1194941744,Fernandes2Aisha,47,1,,0,167,0,"Wichita Falls, TX","RT @MSUTexasRec: Please continue to do your part to stop the spread. Wash your hands, social distance, avoid gatherings and wear a mask."
9.08414E+17,StefanichMatt,86,0,,0,528,0,"Waterloo, Ontario","Good, but if business owners were given proper relief avenues like rent subsidies earlier in the pandemic maybe we https://t.co/WiwUI2xOQc"
7.99719E+17,candies2639,14601,19,,41,14477,7,,GOP lawmakers disobeying mask-wearing rules in their own capitols? 200 have tested positive?  https://t.co/5v5f1K6nr8
1.27886E+18,Yvette45184087,46,2440,,0,999,0,,"RT @DrEricDing: Florida @GovRonDeSantis Extends Ban On Cities Imposing Their Own Mask MandatesCritic Calls Move A Killing Spree. 

I. Ha"
7.95055E+17,Ar_Chroi,193,0,amhill,0,0,2,,"@amhill @JesseKellyDC @WFBfan If you wore your mask correctly you would have nothing to fear.

Why can't you wear your mask correctly?"
18084964,HiBritneyMonae,2012,7,,0,2456,49,Southern California,"RT @spacejessss: My sister has covid and she did everything right. Only went to work or home, always wore a mask, is young and healthy. 

D"
1.29739E+18,chiliagenda,2,882,,0,50,0,,RT @jueyun_chili: Modern AU! #Tartali loosely based on a well-known meme in Korea. I solely blame @dl_mask for putting this idea in my head
15139987,VishalKotecha,329,0,,0,2177,14,London,Someone needs to explain to Moaning ho how to wear a mask
24195214,janschakowsky,49025,10,,0,1449,1685,"Chicago, IL","RT @Labor_Caucus: This #Thanksgiving, we're thankful for all the essential workers that put their lives on the line to keep our nation runn"
102037276,nbozic,2512,188,,0,756,23,World is not enough,"RT @FaheemYounus: Flying during pandemic

Do:
- Wear K95 or N95 mask 
- Prefer a window seat
- Use hand sanitizer
- Enjoy airline food 

Do"
1.02141E+18,MrsCoach_Okafor,274,0,,14,408,1,"Mesquite, TX","Bless up &amp; mask up 
Happy Thanksgiving from the Okafors   https://t.co/s4RFsXWxRE"
1.25353E+18,3Alerick,232,0,,0,125,1,"A potting shed, The Endz","First: Who is the dumb mask girl?

Now: Seriously guys, Who is the dumb mask girl? https://t.co/55D0guvpht"
2250981874,catherinespurge,23,9263,,0,171,0,,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
470433696,mryanerdek,932,2,,5,1584,6,,#RejectedParadeFloats a mask https://t.co/v8nnENB6Es
28400105,MsNoble504,753,0,,0,1383,3,"New Orleans, LA","Giving Thanks For Everything, Everyday! Any Excuse To Cook Tho'!
.
#Thanksgiving #Everyday #Family #Food #Mood https://t.co/yKv4QwhNrm"
7.66628E+17,saranimals25,493,10,,0,244,7,Bear fan in cheese land,"RT @TheMossadIL: Because it's Black Friday and we have to feed our laser sharks, we're having a sale.

Spend $50 on anything at https://t.c"
1.33097E+18,OklahomaUp,3,0,GovStitt,3,7,0,,"@GovStitt Challenging is an understatement, Stitt.  1,664 people have died because of your incompetence.  I do not https://t.co/n1WApjnUv8"
1.0812E+18,longfacefriends,319,9263,,0,318,2,,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
1.26499E+18,boycatstan,465,0,boycatstan,4,398,10,—she/her,"and fair enough, i understand some people can't wear one because of panic attacks and stuff. what i don't understan https://t.co/Otv8afQtSt"
103846844,HappyHomeopathy,2250,299,,0,1993,35,"Streatham, London","RT @saveourrightsuk: NEW RESTRICTIONS, COVID VACCINE AND MASK MANDATE

These are three of the most pressing issues of the moment so please"
1.26499E+18,boycatstan,465,0,boycatstan,5,398,10,—she/her,ALL medics have to wear a mask ALL day. you can wear one while you're shopping or queuing for your takeaway. if you https://t.co/9eVPYKgwYD
748767678,StudioTembo,101,3,,0,110,6,"Ann Arbor, MI - USA","RT @FeetForBrains: Hey, you! Yes, you, the person imagining there is a vaccine now and your ""safe."" I'm here to remind you that until it's"
1.26499E+18,boycatstan,465,4,,26,398,10,—she/her,"i am horrified at how many people are not taking this pandemic seriously. i have asthma, have a hole in my heart, s https://t.co/Szg4hocgsp"
106595366,Malameux,436,0,,4,195,33,The Woods,"Today we celebrate the pilgrims coming to America, fleeing mask mandates in England"
3100613023,WinglessBird_,8726,2622,,0,6211,275,Where the Wild Things Are,"RT @DrEricDing: POWERFULthis is still my favorite public health video. 

It was made months ago by Ohio Dept of Health, before airborne a"
83303827,douglas_walton,83,0,,0,13,3,"Las Vegas, NV","If they can't get you to read their rag, the @sacbee_news will run psy ops on youtube with videos.  You're probably https://t.co/YwfIUymQKH"
1.30676E+18,barjourds,2,9263,,0,27,0,,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
233180982,Khalid_Munir,13158,69,,0,772,53,"Islamabad, Pakistan","RT @shahzadShafi007: I forgot to wear mask on the way to Hunza Campaign, During a reception at road Chairman Bilawal Zardari noticed, calle"
157996395,greateranglia,114863,0,,1,132,716,London & East Anglia,Service Update 18:10 - Disruption via #Manningtree and for Harwich services due to a person hit by a train - all up https://t.co/poIU3uoPSh
9.23278E+17,thicchen,413,0,,2,393,40,fan acc // '04 liner,"u know an story line i fucking love
when the fun one that is loud and all jokey becomes realistic and just gives in https://t.co/O9tDdfjqc3"
8.35976E+17,dippingsun,25,42,,0,99,0,,RT @Limitless_Tyong: The joker hiding behind the beautiful glittery mask https://t.co/yqVC7aes2b
5527292,laserfloyd,199,1784,,0,756,9,US-GA,"RT @HamillHimself: HAPPY(socially-distanced, mask-wearing, stay-at-home, crowd-avoiding, visiting relatives &amp; friends on Zoom only, watchin"
462461969,DKKEENAN25,302,5,,0,818,3,"Yarmouth Port, MA",RT @BrianMcGannon: Im thankful for everyone who reminded me to wear a mask and vote this year. Without you I literally would not be alive.
1087470164,rbjspringer,74,14,,0,513,0,AL boy who ended up in TN,"RT @MikeOkuda: A mask is not a political statement. Wearing a mask simply says that you are not a selfish, stupid, insensitive, unpatrioti"
7.02007E+17,Real_TrumpFacts,1519,2440,,0,2468,42,"Wisconsin, USA","RT @DrEricDing: Florida @GovRonDeSantis Extends Ban On Cities Imposing Their Own Mask MandatesCritic Calls Move A Killing Spree. 

I. Ha"
193385983,Governor_Elect,1535,0,,1,683,23,Your Mom’s,Imagine fumbling and then having to put a mask on after. Woof https://t.co/Z0IVNO3pyo
22288097,classroomtools,3686,2622,,0,1267,217,"Berkeley, CA","RT @DrEricDing: POWERFULthis is still my favorite public health video. 

It was made months ago by Ohio Dept of Health, before airborne a"
14555282,Christine_Sage,67,133,,0,52,0,,RT @kurteichenwald: The idiotic Supreme Court ruling using political slogans for science says: Rights denied to those of us harmed by peopl
59784394,JimTheD,246,468,,0,668,6,Wst of Zenda. Nort of Magnolia,RT @PFTompkins: Neil Gorsuch: And isnt it INTERESTING that its not that dangerous to put on a mask and buy one bottle of wine but its S
132338197,Homerzhooman,1572,0,RubenLDante,2,1657,33,somewhere usa,@RubenLDante @CaringLiberal1 @ericsslater @roedio73 Just wear a mask and stay home this just shows that the religio https://t.co/31GPlRVV3Y
1.24467E+18,Laces20288055,15,0,walkindude87,1,248,0,"Kentucky, USA",@walkindude87 @NancyBoyett @thehill @GovAndyBeshear I live in KY. We still allow outdoor dining with limited capaci https://t.co/fQ5pkfdtR7
